식품명,No.,SAMPLE_ID,성분,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1포장당,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g),면,스프
오뚜기 크림진짬뽕,282,P080821-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080821,식약처('21),105,460.0,-,8,19,67,5.0,970.0,25,9,-,0,"소맥분, 변성전분, 팜유, 감자전분, 정제소금, 글루텐, 기타 식용유지가공품, 귀리식이섬유, 불활성건조효모, 구아검, 알긴산나트륨, 셀룰로스검, 이스트엑기스, 양파엑기스, 난각분말, 면류첨가알칼리제, 유화유지, 녹차풍미유, 비타민B2","설탕, 생크림분말, 유지혼합분말, 치즈분말에프, 뉴크림전지분, 정제수, 짬뽕양념농축액, 짬뽕향미유, 해물양념소스, 난황분, 참맛지미분말, 오징어엑기스, 마스카포네치즈분말, 알파옥수수분말, 고추맛추출기름, 홍합농축분말, 볶음야채풍미유, 변성전분, 순한고추맛분말, 치즈향미분, 감칠맛베이스, 미더덕엑기스, 향미증진제, 마늘, 진한감칠맛분, 오징어양념분말, 조미채종유, 고춧가루, 해물야채볶음소스, 닭육수농축액, 사골엑기스, 양파, 볶음야채분말, 덱스트린, 볶음마늘분, 홍합농축액, 조미육수분말, 해물찌개브로스, 닭육수분말, 혼합제제, 파슬리후레이크, 정제소금, 웍풍미소스, 칠리추출물, 영양강화제, 매운칠리추출물"
오뚜기김치면,283,P080822-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080822,식약처('21),105,450.0,-,9,14,72,4.0,1440.0,0,7,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 난각분말, 유화유지, 마늘시즈닝, 이스트엑기스, 야채추출물, 면류첨가알칼리제, 비타민B, 녹차풍미유","정제소금, 참맛숙성김치분, 김치양념분, 포도당, 설탕, 볶음양념분말, 조미육수분말, 고춧가루, 찌개액젓분말, 쇠고기육수분말, 간장분말, 감칠맛베이스, 향미증진제, 마늘양념분말, 혼합야채분, 진한감칠맛분, 맛베이스, 산도조절제, 햄맛베이스분말, 숙성마늘맛분, 후추분말, 조미김치분, 참맛다대기양념분, 칠리추출물, 생강분말, 구아검, 칠리혼합추출물, 매운칠리추출물, 건조김치, 건조김치후레이크, 건파, 건미역"
오뚜기열라면,284,P080824-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080824,식약처('21),105,460.0,-,10,16,69,3.0,1520.0,0,8,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 난각분말, 유화유지, 마늘시즈닝, 이스트엑기스, 야채추출물, 면류첨가알칼리제(산도조절제), 비타민B, 녹차풍미유","정제소금, 참맛숙성김치분, 김치양념분, 포도당, 설탕, 볶음양념분말, 조미육수분말, 고춧가루, 찌개액젓분말, 쇠고기육수분말, 간장분말, 감칠맛베이스, 향미증진제, 마늘양념분말, 혼합야채분, 진한감칠맛분, 맛베이스, 산도조절제, 햄맛베이스분말, 숙성마늘맛분, 후추분말, 조미김치분, 참맛다대기양념분, 칠리추출물, 생강분말, 구아검, 칠리혼합추출물, 매운칠리추출물, 건조김치, 건조김치후레이크, 건파, 건미역"
오뚜기오동통면,285,P080825-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080825,식약처('21),100,430.0,-,7,13,71,3.0,1500.0,0,7,-,0,"소맥분, 변성전분, 감자전분, 팜유, 정제요금, 유화유지, 마늘시즈닝, 글루텐, 면류첨가알칼리제(산도조절제), 난각분말, 녹차풍미유","정제소금, 홍합농축분말, 가다랑어양념분말, 포도당, 오징어찌개분말, 설탕, 조미육수분말, 복합지미분, 햄맛베이스분말, 감칠맛베이스, 건새우분말, 유지혼합분말, 사골양념분말, 로스팅양파분말, 옥수수전분, 향미증진제, 부대찌개양념분말, 영양강화제, 후추분말, 칠리추출물, 로스팅맛분말, 고춧가루, 매운칠리추출물, 생강분말, 산도조절제, 건미역, 건조맛살어묵, 건당근, 반달어묵후레이크, 건파, 건다시마"
오뚜기육개장,286,P080826-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080826,식약처('21),110,490.0,-,10,18,72,3.0,1540.0,0,10,-,0,"소맥분, 팜유, 변성전분, 감자전분, 글루텐, 정제소금, 혼합간장, 기타 식용유지가공품, 이스트엑기스, 면류첨가알칼리제, 난각분말, 비타민B2, 녹차풍미유","정제소금, 육개장양념분말, 조미옥수분말, 진한감칠맛분, 볶음고추분, 로스팅육수분말, 간장베이스 쇠고기다시, 옥수수전분, 설탕, 발효복합분, 포도당, 로스팅고추분말, 마늘양념분말, 불활성건조효모, 감칠맛베이스, 고춧가루, 후추분말, 향미증진제, 구아검, 칠리추출물, 고추농축소스, 육개장풍미유, 산도조절제, 건조맛살어, 건파, 조미맛단백, 계란스크램블"
오뚜기진라면매운맛,287,P080827-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080827,식약처('21),110,500.0,-,10,18,74,6.0,1490.0,0,10,-,0,"소맥분, 변성전분, 팜유, 글루텐, 감자전분, 정제소금, 유화유지, 난각분말, 옥수추출농축액, 마늘시즈닝, 이스트엑기스, 면류첨가알카리제, 구아검, 비타민B2, 녹차풍미유","정제소금, 정백당, 포도당, 복합양념분말, 숙성마늘맛분, 간장분말, 볶음양념분말, 육수맛분말, 마늘농축조미분, 고추맛베이스, 로스팅맛분말, 쇠고기육수분말, 조미옥수분말, 참맛양념분말, 발효복합분, 진한감칠맛분, 후추분말, 칠리맛분말, 고춧가루, 감칠맛분말, 참맛버섯양념분말, 버섯야채조미분말, 오뚜기참치간장분말, 감칠맛베이스, 로스팅조미분말, 맛베이스, 향미증진제, 볶음마늘분, 육수맛조미분, 육수추출농축분말, 참맛효모조미분말, 숙성양념분말, 질리추출물, 구아검, 칠리혼합추출물, 산도조절제, 고추농축소스, 조미쇠고기맛후레이크, 건당근, 건조청경채, 건파, 건표고버섯, 건고추입자"
오뚜기진진짜라,288,P080828-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080828,식약처('21),120,515.0,-,11,19,75,7.0,1310.0,6,8,-,0,"소맥분, 감자전분, 팜유, 변성전분, 글루텐, 정제소금, 유화유지, 면류첨가알칼리제, 양파엑기스, 감칠맛 베이스, 복합지미분, 구아검, 알긴산나트륨, 셀룰로스검, 비타민B2, 녹차풍미유","볶음짜장소스, 참맛간짜장페이스트, 올리고당, 정제수, 짬뽕양념농축액, 해물양념소스, 설탕, 삼성짜장페이스트, 오징어엑기스, 식물성유지, 짜장시즈닝분말, 진한감칠맛분, 양파풍미유, 짬뽕향미유, 짜장조미분말, 참맛간짜장분말, 고춧가루, 감칠맛베이스, 효모추출조미분말, 향미증진제, 짜장시즈닝오일, 오징어양념분말, 영양강화제, 카라멜색소, 로스팅 양파분말, 칠리추출물, 풍미소스, 대두단백, 건양배추, 동결건조완두콩, 계란조미후레이크, 조미쇠고기맛후레이크, 튀김감자다이스, 건양파"
오뚜기카레면 용기,289,P080829-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080829,식약처('21),110,450.0,-,8,15,71,9.0,1480.0,5,8,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 면류첨가알칼리제, 양파엑기스, 구아검, 강황, 알긴산나트륨, 셀룰로오스검, 녹차풍미유","카레페이스트, 정제수, 덱스트린, 닭육수농축액, 쇠고기양파볶음분말, 설탕, 카레향미분말, 카레분말, 망고농축액, 올리고당, 포도당, 정제소금, 사골엑기스, 양파, 야채치킨육수분말, 뉴크림전지분, 비프육수페이스트, 쟈스네양념분말, 진한감칠맛분, 로스팅양파분말, 건양파분, 변성전분, 식물성유지, 강황, 향미증진제, 감칠맛베이스, 후추분말, 오뚜기참치간장분말, 볶음양파분, 쇠고기항미분말, 건조감자분말, 마늘, 토마토분말, 참맛매운쇠고기분말, 복합양념분말, 잔탄검, 카레향신분말, 산도조절제, 매운칠리추출물, 고추농축소스, 조미카레맛후레이크, 건청경채, 건당근, 비프볼후레이크, 건브로콜리, 건파"
오라면CUP,290,P080830-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080830,식약처('21),90,400.0,-,9,14,60,4.0,1470.0,0,7,-,0,"소맥분, 변성전분, 팜유, 정제소금, 글루텐, 기타식용유지가공품, 면류첨가알칼리제, 양파엑기스, 조미마늘엑기스, 야채풍미액, 비타민B2, 녹차풍미유","참맛장조림분말, 옥수수가루, 효모추출조미분말, 참맛효모조미분말, 양파시즈닝분말, 포도당, 진한감칠맛분, 정제소금, 로스팅양파분말, 양지사태조미분말, 육수맛조미분, 후수분말, 기타식용유지가공품, 칠리맛분말, 혼합제제, 영양강화제, 향미증진제, 고춧가루, 칠리추출물, 건미역, 계란후레이크"
오모리부대찌개라면,291,P080831-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080831,식약처('21),135,435.0,-,11,18,57,5.0,1770.0,9,8,-,0,"소맥분, 팜유, 변성전분, 감자전분, 글루텐, 정제소금, 기타 식용유지가공품, 조미마늘엑기스, 면류첨가알칼리제, 감칠맛조미액, 유화유지, 비타민B2, 녹차풍미유","오모리 부대찌개소스, 정제소금, 설탕, 옥수수전분, 부대찌개양념분말, 포도당, 조미육수분말, 간장베이스, 복합지미분, 매운고추양념분말, 참맛다대기양념분, 유지혼합분말, 숙성마늘맛분, 찌개액젓분말, 햄맛베이스분말, 쇠고기조림분말, 쇠고기추출물분말, 간장분말, 볶음김치양념분말, 사골양념분말, 고춧가루, 청양초양념분말, 잔탄검, 칠리추출물, 매운칠리추출물, 건청경채, 건파"
오모리참치찌개라면,292,P080832-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080832,식약처('21),135,420.0,-,10,17,57,5.0,1890.0,5,8,-,0,"소맥분, 팜유, 변성전분, 감자전분, 글루텐, 정제소금, 기타 식용유지가공품, 조미마늘추출물, 면류첨가알칼리제, 감칠맛조미액, 유화유지, 비타민B2, 녹차풍미유","오모리참치찌개소스, 청양고추양념분말, 정제소금, 복합지미분, 변성전분, 간장베이스, 설탕, 고추맛베이스, 조미육수분말, 유지혼합분말, 기타 식용유지가공품, 볶음김치양념분말, 김치양념분, 포도당, 향미증진제, 고춧가루, 칠리맛분말, 볶음마늘분, 숙성마늘맛분, 잔탄검, 비프향미유, 칠리추출물, 후추분말, 건청경채, 건파"
완면각 짬뽕,293,P080833-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080833,식약처('21),105,410.0,-,9,14,62,4.0,1890.0,10,7,-,0,"소맥분, 변성전분, 팜유, 감자전분, 정제소금, 글루텐, 조미마늘추출물, 면류첨가알칼리제, 구아검, 알긴산나트륨, 셀룰로스검, 비타민B2, 녹차풍미유","정제수, 짬뽕양념농축액, 해물양념소스, 덱스트린, 진한감칠맛분, 양지풍미페이스트, 사골추출물, 닭육수농축액, 짬뽕향미유, 감칠맛베이스, 디더덕추출물, 오징어추출물, 정제소금, 오징어양념분말, 홍합농축분말, 설탕, 고춧가루, 고추맛추출기름, 해물찌개브로스, 향미증진제, 양파, 마늘, 조미육수분말, 식물성크림, 웍풍미소스, 칠리추출물, 영양강화제, 구아검, 카라멜색소, 건청경채, 조미쇠고기맛후레이크, 오징어조미후레이크, 건당근, 건양배추, 건미역"
인생라면,294,P080836-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080836,식약처('21),95,405.0,-,9,13,63,4.0,1780.0,0,7,-,0,"소맥분, 변성전분, 팜유, 정제염, 미감에스유, 양파엑기스, 면류첨가알칼리제, 구아검, 비타민B2, 구연산, 녹차풍미유","감칠맛베이스에스, 정제염, 정백당, 육수강화분말, 맛베이스에스, 볶음양념분말, 조미맛분, 고추분, 청양고추시즈닝분말, 소고기베이스, 건파, 건표고갓후레이크, 발효간장베이스, 비프조미분말, 이스트엑기스, 후추분, 당근, 마늘분말, 매운조미고추맛분, 식물성크림분말, 지미강화베이스분말, 향미증진제, 머쉬룸후레바, 분말카라멜, 파프리카추출물, 팜유, 칠리추출물, 비프맛시즈닝오일, 비프플레이버"
제주마늘라면,295,P080837-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080837,식약처('21),105,470.0,-,10,16,71,4.0,1450.0,0,8,-,0,"소맥분, 변성전분, 팜유, 글루텐, 정제소금, 마늘시즈닝, 유화유지, 면류첨가알칼리제, 치킨추출농축액, 야채추출물, 비타민B2, 녹차풍미유","제주마늘블럭, 정제소금, 설탕, 포도당, 유지혼합분말, 고추맛베이스, 복합양념분말, 매운고추양념분말, 진한감칠맛분, 옥수수전분, 볶음마늘분, 버섯야채조미분말, 마늘양념분말, 고춧가루, 간장베이스, 후추분말, 비프조미분말, 참맛쇠고기감칠맛분, 북어해장국분말, 야채조미베이스, 향미증진제, 칠리맛분말, 칠리추출물, 고추농축소스, 건파, 조미쇠고기맛후레이크, 건당근, 건표고버섯, 건조채심, 건고추입자"
종가집김치찌개라면,296,P080838-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080838,식약처('21),140,455.0,-,10,18,63,6.0,1720.0,5,9,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 식용유지가공품, 면류첨가알칼리제, 이스트엑기스, 마늘시즈닝, 난각분말, 유화유지, 비타민B2, 녹차풍미유","옥수수전분, 포도당, 볶음김치장양념분, 조미옥수수분말, 간장베이스, 매운고추양념분말, 복합지미분, 유지혼합분말, 비프베이스분, 구운쇠고기분, 식용유가공품, 철수추출물, 살리맛분말, 매운살리추출물, 김치"
짜계치,297,P080843-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080843,식약처('21),105,470.0,-,11,17,68,9.0,1250.0,10,9,-,0,"소맥분, 변성전분, 팜유, 감자전분, 글루텐, 정제소금, 이스트엑기스, 마늘시즈닝, 난각분말, 유화유지, 비타민B2, 녹차풍미유","춘장, 짜장시즈닝베이스, 참맛간짜장분말, 체다치즈분말, 쇠고기양파볶음분말, 치즈향미분, 생크림분말, 향미증진제, 카라멜색소, 영양강화제, 정제소금, 올리브유, 계란지단, 대두단백, 건당근"
﻿짜라볶이,298,P080844-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080844,식약처('21),130,530.0,-,12,15,87,12.0,990.0,0,7,-,0,"소맥분, 변성전분, 팜유, 글루텐, 이스트액기스, 면류첨가알칼리제, 비타민B2, 녹차풍미유","고추장, 소맥분, 고춧가루, 참맛간짜장분말, 짜장조미분말, 올리고당, 파장시즈닝분말, 포도당, 정제소금, 양파, 로스팅양파분말, 고추장양념소스, 양조간장, 카라멜색소, 야채육수분말, 향미증진제, 고춧가루, 로스팅고추분말, 칠리시즈닝소스, 참치조미간장, 사골엑기스, 복합지미분, 양파 시즈닝오일, 야채볶음분말, 진한감칠맛분, 칠리추출물, 지미맛분말, 후추분말, 건양배추, 건양파"
짜장볶이,299,P080845-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080845,식약처('21),120,535.0,-,11,19,80,9.0,870.0,0,8,-,0,"소맥분, 변성전분, 팜유, 글루텐, 식용유지가공품, 이스트엑기스, 난각분말, 유화유지, 면류첨가알칼리제, 비타민B2, 녹차풍미유","참맛간짜장분말, 춘장, 간짜장풍미페이스트, 백설탕, 짜장조미분말, 짜장시즈닝분말, 포도당, 로스팅양파분말, 정제소금, 카라멜색소, 야채육수분말, 양파시즈닝오일, 복합지미분, 향미증진제, 건양배추, 대두단백, 건양파"
참깨누룽지탕면,300,P080846-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080846,식약처('21),125,560.0,-,11,19,86,3.0,1550.0,19,8,-,0,"소맥분, 팜유, 감자전분, 변성전분, 유화유지, 면류첨가알칼리제, 비타민B2, 볶음참깨분말, 사골추출물, 녹차풍미유","고추맛추출기름, 간장분말, 참기름, 고춧가루, 참맛육수분말, 고소한맛풍미유, 설탕, 쇠고기베이스분말, 매운고추양념분말, 참맛매운양념분말, 사태양념분말, 조미육수분말, 후추분말, 볶음마늘분, 마늘양념분말, 향미증진제, 볶음참깨분말, 매운칠리추출물, 칠리추출물, 건파, 건미역, 구운김, 계란, 파, 덱스트린, 물엿, 볶음참깨"
청양고추라면,301,P080848-ZZ-AVG,,오뚜기라면(주),2021,가공식품,유탕면,P080848,식약처('21),97,430.0,-,8,15,66,6.0,1690.0,0,9,-,0,"소맥분, 변성전분, 팜유, 글루텐, 정제소금, 유화유지, 난각분말, 면류첨가알칼리제, 비타민B2, 녹차풍미유","진한감칠맛분, 청양초양념분말, 간장베이스, 버섯야채조미분말, 매운고추양념분말, 고춧가루, 간장분말, 쇠고기육수분말, 절임고추볶음분말, 고추맛베이스, 참맛다대기양념분, 후추분말, 향미증진제, 칠리맛분말, 칠리추출물, 청양고추추출물분말, 고추농축소스, 대파, 청양고추, 양파, 당근, 새송이버섯, 팽이버섯, 홍고추, 덱스트린"
