식품명,No.,SAMPLE_ID,성분,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1포장당,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g),면,스프
팔도왕짬뽕,169,P023692-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023692,식약처('19),139,545.0,-,13,18,83,6.0,1700.0,5,7,-,0,"소맥분(미국산,호주산), 팜유(말레이시아산), 변성전분, 감자전분(독일산,덴마크산),감미유S, 정제염,글루텐, 야채 풍미액,면류첨가알칼리제(탄산칼륨,탄산나트륨,피로인산 나트륨),구아검,산도조절제, 알긴산프로필렌글리콜,녹차풍 미액, 비타민B2","정제염,L-글루탐산나트륨(향미증진제), 건청경채, 설 탕,볶음짬뽕분, 건양배추, 오징어조미분말, 고농축간장분말, 맛나베이스,해물짬뽕분말, 매운양념분말, 간장분말, 양조간 장분말, 그릴스파이스,오징어후레이크, 건파, 매운풍미분, 조 미마늘분, 새우분말, 고춧가루, 다대기베이스분,향미증진제, 양념간장액, 풍미조미료,산도조절제,우마미베이스,복합감 칠맛분말,건미역, 철판향미유, 파프리카추출색소, 조미맛분,생강풍미분말"
팔도라볶이,170,P023703-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023703,식약처('19),145,570.0,-,10,17,95,24.0,1980.0,0,8,-,0,"소맥분(미국산,호주산,광위말레이시아산),감자전분(독일산덴마크신사,변성전분, 정제염, 감미유S, 난백파우다. 양파농축액, 면류첨가알칼리제(탄산칼륨,탄산나트륨, 피로인산나트륨),구아검,산도조절제, 알긴산프로필렌글리콜, 비타민B,녹차풍미액","설탕액상과당, 고추장,정제염,정제수,양념간장액비프농축액홍고추페이스트 사과농축과즙, 고추장볶음분말, 쇠고기맛분, 전분, 야채베이스, 혼합조미료, 변성전분, 향미증진제, 마늘페이스트 핫스파이스분말,쇠고기효모농축액,간장분말, 양조간장분말, 파프리카추출색소 맛베이스,고춧가루,감칠맛조미분, 조미맛분,산도조절제,덱스트린,건파"
팔도막국수라면,171,P023704-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023704,식약처('19),142,585.0,-,10,23,85,18.0,1460.0,0,10,-,0,"소맥분(미국산,호주산), 팜유(말레이시아산), 변성전분, 감자전분(독일산,덴마크산), 글루텐, 메밀가루, 감미유, 정제염,면류첨가알칼리제(산도조절제),야채풍미액,구아검,산도조절제, 녹차풍미액, 알긴산프로필렌글리콜","포도당, 숙성양념장,기타과당,정제수,설탕, 통참깨참기름, 마늘엑기스,배농축액,고춧가루, 양조간장,고기고명, 정제염, 고추장,양파농축액,치킨본육추출물,건조무, 건조오이, 건조채심, 쇠고기맛분, 우마미베이스,참깨, 매운양념분말, 김향미증진제, 파프리카추출색소,산도조절제"
남자라면,172,P023708-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023708,식약처('19),115,485.0,-,9,16,8,3.0,1750.0,0,8,-,0,"소맥분(밀:미국산,호주산), 팜유(말레이시아산),감자전분(덴마크산, 독일산), 변성전 분,정제소금,글루텐,김미유S,마늘시즈닝분말,면류첨가알칼리제(탄산칼륨,탄산나트륨,피로인산나트 름), 시즈닝조미액,구아검,혼합제제(폴리인산나트륨, 메타인산나트륨,메타인산칼륨), 녹차풍미액, 비타 민B2","정제소금,핫베이스분말, 지미베이스,고춧가루,건피,마늘시즈닝분말, 사골설렁탕분말, 불고 기맛분말, 고농축간장분말,육수풍미분말,매운풍미분,건마늘,쇠고기장국분말, 조미분에이다대기베이 스분, 양념소고기맛분말,흑후추분말, 양파간장복합분말, 향미증진제3종, 설탕, 복합감칠맛분말,복합간 장조미분말,돈골농축분말 건당근,쇠고기맛분, 건표고버섯 고추입자, 진한감칠맛분,치킨스톡분말,산도조절제, 비프시즈닝오일, 마늘향오일,생강풍미분말 파프리카추출색소"
팔도 체다치즈 틈새라면,173,P023711-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023711,식약처('19),127,530.0,-,10,16,87,8.0,1520.0,5,7,-,0,"소맥분(미국산,호주산),변성전분,팜유(말레이시아산),감자전분(독일산,덴마크산 정제염,글루텐, 감미유,면류첨가알칼리제(탄산칼륨,탄산나트륨,피로인산나트륨),시즈닝조미액구아검,산도조절제 알긴산프로필렌글리콜, 비타민B, 녹차풍미액","치즈분말,프라임체다치즈,고지방분말,정제염, 건양배추,고춧가루, 전지분유, 양념소고기맛분말, 사골엑기스분말,핫스파이스분말,포도당,지미베이스,쇠고기조미분말 불고기맛분말, 진국쇠고기분말, 장국베이스,덱스트린,건청경채,건당근,매운풍미분,간장조미분말,조미분에이, 건파,설탕, 우마미베이스,감칠맛조미분, 조미미늘분,매운맛베이스,산도조절제,효모조미액분말,표고버섯엑기스분말, 향미증진제, 매운양념분말,건표고버섯,계란후레이크,조미맛분,파프리카추출색소,대두유,비프시즈닝오일 "
오모리김치찌개라면(봉지),174,P023715-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023715,식약처('19),160,510.0,-,11,17,79,2.0,1990.0,4.2,8,-,0,"소맥분(미국산,호주산), 팜유(말레이시아산),감자전분(독 일산,덴마크산), 변성전분, 정제염, 글루텐, 감미유S, 야채브로 스,면류첨가알칼리제(탄산칼륨,탄산나트륨,제이인산나트륨) 구아검,산도조절제,녹차풍미액, 비타민B2, 알긴산프로필렌글리콜","김치<절임배추(배추:국산, 식염:국산), 종가집김치 전용풀, 무, 고춧가루(국산), 양파), 오모리김치양념(오모리묵은 지추출액, 멸치액젓, 오모리용양념분말, 정제수, 젖산, 파프리카 추출색소), 돈지,정제염,L-글루탐산나트륨(향미증진제),볶음 고추분말, 육수풍미분말, 돈골농축분말, 변성전분, 김치맛분말 정제수,사골된장분말,김치스프베이스,복합간장조미분말, 설 탕, 간장분말,김치찌개분말,마늘시즈닝분말, 고추장양념분말 지미베이스, 청양고추엑기스분말,흑후추분말, 조미양파분, 매운양념분말,산도조절제, 향미증진제, 파프리카추출색소, 마늘향오일,덱스트린 "
공화춘 삼선짬뽕컵,175,P023728-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023728,식약처('19),116,500.0,-,12,18,72,4.0,2340.0,22,7,-,0,"소맥분(미국산,호주산)팜유(말레이시아산),감자전분독일산 덴마크산)선생 김이유 정세럼 글루텐 양파농축액, 면류첨가알칼리제(탄산칼륨,탄산나트륨,제이인산나트륨 구아검산도조절제 녹차풍미역비타민B2","공화춘행블레(양배추, 양파덱스트린, 피망, 오징어엑기스), 정통향미유, 정제염, L-글루탐산나트륨, 해물 전통분말, 볶음씨즈닝분말, 짬뽕맛베이스, 덱스트린, 오징어조미분말, 간장분말, 조미분에이,설탕, 조미간장양념분,새우분말,포도당,맛나베이스,우마이베이스,고춧가루,미더덕엑기스분말,볶음양념분말,흑후추분말,산도조절제,향미증진제,조미맛분, 홍합액기스분말, 아미노산혼합제제(영양강화제,향미증진제), 파프리카추출색소"
꼬꼬면,176,P023729-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023729,식약처('19),115,490.0,-,9,15,80,4.0,1810.0,0,7,-,0,"소맥분(미국산,호주산), 팜유(말레이시아산),감자전분(독일산,덴마크산), 변성전분, 정제염,글루텐,감미유, 야채풍미액,양파농축액,면류첨가알칼리제(탄산칼륨, 탄산나트륨,피로인산나트륨),구아검,산도조절제,꼬막칼슘분말, 비타민B2,녹차풍미액","치킨스프베이스,설탕,정제염,맛베이스,치킨스톡분말,닭육수분말,건파,전분, 계란후레이크,대파엑기스파우다,간장조미분말,건조지단, 조미닭고기후레이크, 건홍피망,포도당,청양고추, 추출물분말,복합감칠맛분말, 고춧가루,치킨팬, 향미증진제, 진한감칠맛분,치킨향분말,흑후추분말"
뉴트리 라면,177,P023735-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023735,식약처('19),120,505.0,-,10,16,80,3.0,1790.0,0,9,-,0,"소맥분(밀:미국산, 호주산), 변성전분, 팜유(말레이시아산), 감자전분, 정제소금, 글루텐, 감미유S, 양파농축액, 무우즙분말, 발아현미분말, 난각분말, 면류첨가알칼리제(탄산킬륨, 탄산나트륨, 피로인산나트륨), 구아검, 혼합제제(폴리인산나트륨, 메타인산나트륨, 메타인산칼륨), 디에이취에이칼슘분말, 녹차풍미액, 비타민B2, 비타민B1염산염","정제소금(국내산), 지미베이스, 건당근, 쇠고기조미분말, 가공유장분, 볶음씨즈닝분말, 조미분에이, 건파, 건양배추, 설탕, 조미양념분, 불고기맛분말, 간장조미분말, 포도당, 세이보리분말, 조미마늘분, 맛나베이스, 볶음양념분말, 건표고버섯, 계란지단, 흑후추분말, 쇠고기엑기스분말, 표고버섯엑기스분말, 건홍피망, 복합감칠맛분말, 매운맛베이스, 향미증진제2종, 사골엑기스분말, 이산화규소, 비프시즈닝오일, 파프리카추출색소, 고춧가루, 젖산철"
준코라면,178,P023748-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023748,식약처('19),120,500.0,-,10,15,81,5.0,1830.0,0,8,-,0,"소맥분(미국산, 호주산), 팜유(말레이시아산), 감자전분(독일산, 덴마크산), 변성전분, 정제염, 감미유S, 면류첨가알칼리제(탄산칼슘, 탄산나트륨, 피로인산 나트륨), 구아검, 산도조절제(알긴산프로필렌글리콜, 비타민 B2, 녹차풍미액)","정제염, L-글루탐산나트륨(향미증진제), 설탕, 덱스트린, 쇠고기맛분, 분말된장, 양념소고기맛분말, 고농축간장분말, 고춧가루, 건양배추, 건당근, 건파, 조미분에이, 건미역, 조미마늘분, 구운마늘시즈닝, 매운맛베이스, 세이 보리분말, 매운양념분말, 산도조절제, 흑후추분말, 건표고버섯, 고추입자, 청양고추액기스분말, 파프리카추출색소, 향미증진제, 비프시즈닝오일, 올레오레진캡시컴"
팔도비빔면 스페셜,179,P023749-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023749,식약처('19),135,545.0,-,10,19,83,13.0,1680.0,0,9,-,0,"소맥분(미국산,호주산), 팜유(말레이시아산),감자전분(독일산,덴마크산), 정제염,김미유S,면류첨가알칼리제(탄산칼륨,탄산칼륨,피로인산나트륨), 구아검,산도조절제,녹차풍미액","설탕,정제수,맛있는순창고추장,양념간장액,정제염,덱스트린,고춧가루, 식초, 홍고추엑기스, 맛베이스,사과농축과즙,마늘엑기스,통참깨참기름,겨자분말, 이스트엑기스,산도조절제,양파농축액,구아검,파프리카추출색소,향미증진제, 참깨,만두향미유"
팔도도시락봉지,180,P023763-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023763,식약처('19),108,475.0,-,8,17,72,6.0,1570.0,0,8,-,0,"소맥분(미국산, 호주산), 팜유(말레이시아산), 변성전분, 감자전분(독일산, 덴마크산), 감미유S, 글루텐, 정제염, 이스트엑기스 아채풍미액, 면류첨가알칼리제(탄산칼륨, 탄산나트륨, 피로인산나트륨), 시즈닝조미액, 구아검, 산도조절제, 비타민B2, 녹차풍미액","정제염, 육수풍미분말, 양념소고기맛분말, 간장조미분말, 맛베이스, 쇠고기전골에스, 설탕, 매운풍미분, 쇠고기장국분말, 불고기맛분말, 복합간장조미분말, 감칠맛조미분, 사골엑기스분말, 풍미유베이스분말, 포도당, 고풍미쇠고기맛분말, 조미마늘분, 향미증진제, 고춧가루, 건미역, 세이보리분말, 산도조절제, 건홍피망, 우마미베이스, 파프리카추출색소, 흑후추분말 "
뉴트리짜장면,181,P023764-ZZ-AVG,,(주)팔도,2019,가공식품,유탕면,P023764,식약처('19),200,565.0,-,13,21,81,10.0,1350.0,4.6,11,-,0,"소맥분(밀:미국산,호주산), 팜유(말레이시아산), 변성전분, 정제염, 감자전분, 감미유, 면류첨가알칼리제(탄산칼, 탄산나트블제이인산나트륨) 신도조절제, 양파농축액 구아검, 녹차풍미액,비타민B2, 비타민B1","양파(국산), 춘장13%(소맥분(밀) 카라멜색소,대두(대두) 정제염, 종국), 정제수, 감자, 양배추,돈지(돼지고기) 대두유, 설탕, 돼지고기, 변성전분, 전분, 복압감칠맛분말, 정제염, 생강농축액 향미증진제,산도조절제,덱스트린"
일품해물라면 컵,182,P000310-ZZ-AVG,,(주)팔도,2016,가공식품,유탕면,P000310,식약처 영양실태조사('16),65,285.0,-,-,-,-,3.0,1090.0,-,5,-,0,"소맥분(미국산,호주산), 팜유(말레이시아산),감자전분(독일산,덴마크산), 변성전분,글루텐,감미유S,야채풍미액,면류첨가알칼리제(탄산나트륨, 탄산칼륨,피로인산나트륨),구아검,산도조절제, 알긴산프로필렌글리콜,녹차 풍미액, 비타민B2","정제염,L-글루타민산나트륨(향미증진제), 설탕,볶음시즈닝분말, 건양배추, 조미간장양념분,오징어조미분말,간장분말, 꽃게베이스,건당근,새우분말,조미 분에이, 간장분말, 꽃게베이스, 새우분말,건파, 건당근,오징어후레이크,조미분 에이,건미역,간장조미분말,건다시마,건오징어,해산물분말,맛나베이스,양파 간장복합분말, 조미새우분말,볶음양념분말,홍합엑기스분말,조미마늘분,매운 양념분말, 미더덕엑기스분말,흑후추분말,향미증진제, 파프리카추출색소, 조미 맛분,산도조절제, 생각풍미분말, 대합엑기스분말"
히가시후즈 돈코츠라멘,183,P060450-ZZ-AVG,,HIGASHIMARU HONSYAKOJYO,2020,가공식품,유탕면,P060450,식약처('20),100,449.0,-,11.1,18.8,59,35.4,2525.0,0,3.8,-,0,"소맥분, 팜유, 변성전분, 정제소금, 간장, 돼지고기추출물, L-글루타민산나트륨, 5-리보뉴클레오티드이나트륨, 탄산칼슘, 탄산칼륨, 탄산나트륨, 제이인산나트륨, 알긴산, 메타인산나트륨, 폴리인산나트륨, 피로인산나트륨, 타마린드검, 구아검, 치자황색소, 비타민E","정제소금, 포크파우더, 향미증진제, 설탕, 마늘분말, 합성착향료, 이산화규소, 산탄검"
히가시후즈 쇼유라멘,184,P060452-ZZ-AVG,,HIGASHIMARU HONSYAKOJYO,2020,가공식품,유탕면,P060452,식약처('20),100,452.0,-,8.9,17.6,64.7,34.0,2228.0,0,3.9,-,0,"소맥분, 팜유, 변성전분, 정제소금, 돈지, 탄산칼슘, 탄산칼륨, 탄산나트륨, 제이인산나트륨, 알긴산, 메타인산나트륨, 폴리인산나트륨, 피로인산나트륨, 타마린드검, 구아검, 치자황색소, 비타민E","정제소금, 향미증진제, 간장분말, 설탕, 카라멜색소, 옥수수분말, 가수분해대두단백질, 후추, 마늘분말, 포크파우더, 파, 죽순분말, 다시마 추출물, 식용유지, 효모추출물파우더, 향신료"
자연드림 비빔면,185,P000631-ZZ-AVG,,농업회사법인 ㈜아이쿱라면,2016,가공식품,유탕면,P000631,식약처 영양실태조사('16),133,525.0,-,-,-,-,11.0,1020.0,-,6,-,0,"밀가루(우리밀:국산),감자전분(감자:국산),변성전분,팜유(말레이시아산),글루텐(우리밀:국산),채소조미액,소금(국산),감미유-S2,혼합제제(산도조절제),면류첨가알칼리제(산도조절제),알긴산에스테르,구아검,올레오레진로즈메리,d-토코페롤(혼합형),비타민B2","자연드림우리밀고추장[올리고당,밀가루(우리밀:국산),고춧가루(고추:국산),밀쌀(국산),소금(국산)]유기농설탕24.5%,발효식초,양파(국산),정제수,덱스트린,고춧가루(고추:국산),소금(국산),마늘,배농축과즙액,효모식품,매실농축액,향미증진제,김후레이크,흑후추"
자연드림 라면 레드,186,P001333-ZZ-AVG,,농업회사법인 ㈜쿱라면,2017,가공식품,유탕면,P001333,식약처 영양실태조사('17),200,480.0,-,-,-,-,7.0,1760.0,-,-,-,-,"밀가루(우리밀:국산), 팜유(말레이시아산),변성전분,감자전분(감자:국산),글루텐(우리밀:국산), 소금(국산),채소조미액,미감유아이,탄산칼륨,구아검,탄산나트륨,올레오레진로즈메리,아토 코페롤(혼합형),비타민B2","양념맛베이스[소금(국산),마늘분(국산),진한비프맛페이스트,말토덱스트린,양파분),말토덱스트린,백설탕, 소금(국산),진한비프맛분말,고농축간장분말,양념간장분~1,조미육수분말-1,건 대파(국산),분말된장,유청분말,5'-리보뉴클레오티드이나트륨,고춧가루(국산),비프시즈닝오일,비프맛간장분말, 양파분, 효모식품,호박산이나트륨,건당근(국산),마늘분,흑후추분,표고버섯분, 파프리카추출색소, 생강분,올레오레진캡시컴"
쇠고기면,187,P031425-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031425,식약처('20),120,495.0,-,10,15,80,3.0,1855.0,0,7,-,0,"소맥분(미국산), 팜유(말레이시아산), 변성전분, 활성소맥글루텐, 정제염, 미감에스유, 면류첨가알칼리제(산도조절제), 구아검, 녹차풍미유, 비타민B2, 구연산","정제염(국산), 소고기베이스, 조미맛분, 정백당, 볶음양념분말, 발효간장베이스, 건청경채후레이크, 매운양념분말, 비프풍미분, 양념간장분, 건당근후레이크, 효모추출물, 농후미, 식물성크림분말, 혼합양념분말, 건파, 혼합제제(영양강화제, 향미증진제), 흑후추분말, 마늘분말, 팜유, 향미증진제, 매운조미고추맛분, 비프맛시즈닝오일, 비프향분말, 파프리카추출물, 혼합제제(카라멜색소, 말토덱스트린)"
육개장,188,P031427-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031427,식약처('20),86,380.0,-,7,14,56,3.0,1590.0,0,7,-,0,"소맥분(미국산, 호주산), 변성전분, 팜유(말레이시아산), 정제염(국내산), 미감에스유, 면류첨가알칼리제(산도조절제), 간장분말, 구아검, 비타민B2, 구연산, 녹차풍미유","볶음면조미분말, 정백당, 정제염, 수타베이스, 육수맛분말, 육개장베이스, 맛베이스에스, 볶음양념분말, 비프조미분말, 농후미, 식물성간장분말, 양념간장분, 땅콩전지-엠, 육개장양념분말, 쇠고기양념분말, 매운고추베이스분말, 매운조미고추맛분, 조미육개장분말, 감자전분, 고추씨향미유, 돈골농축액분말, 향미증진제, 후추분, 고추장분말, 비프맛시즈닝오일, 마늘분말, 파프리카추출물, 분말카라멜(카라멜색소, 말토덱스트린), 소용돌이핑크건조어묵, 에그스크램블, 청경채, 건파"
큰냄비우동,189,P031433-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031433,식약처('20),80,304.0,-,4.93,15.55,42.56,0.0,786.56,0,-,-,0,"소맥분(미국산), 팜유(말레이시아산), 변성전분, 정제염, 미감에스유, 면류첨가알칼리제(산도조절제), 양파액기스, 구아검, 녹차풍미유, 비타민B2, 구연산","정백당, 정제염, 가쓰오맛조미염, 홍합엑기스분말, 맛베이스에스, 소고기베이스, 야채베이스분말, 훈연참치, 간장조미분말, 매운고추지미베이스분말, 볶음양념분말, 비프조미분말, 오징어조미분말, 해물볶음베이스분말, 고추분, 발효간장베이스, 양파마늘엑기스분말, 간장분말, 식물성간장분말, 황태조미분, 가다랑어맛분말, 양념간장문, 크림맛분말, 고추씨향미유, 비프풍미분, 아미노산혼합제제(향미증진제,영양강화제), 향미증진제, 매운조미고추맛분말, 혼합양념분말, 후추분, 파프리카추출물, 건미역, 실당근, 건파, 각다시마"
CU해물탕컵,190,P031435-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031435,식약처('20),80,268.16,-,5.5,9.15,40.83,3.2,1072.7,0,4.86,-,0,"소맥분(미국산,호주산), 팜유, 정제염, 미감에스유, 면류첨가알칼리제(산도조절제), 구아검, 녹차풍미유, 비타민B2, 구연산","정제염, 정백당, 매운탕분말, 홍합조미분말, 조미맛분, 다대기양념분말, 미더덕조미분말, 청양고추시즈닝분말, 고추분, 미분, 향미증진제, 후추분, 채소풍미유분말, 고추씨기름, 파프리카추출색소, 무국베이스, 대파즙분말, 양파분, 마늘분말, 건조채심, 동결건조오징어, 건조쑥갓, 게맛살후레이크, 동결건조새우, 조미건조홍고추"
국물자작 라볶이,191,P031440-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031440,식약처('20),80,265.86,-,5.89,7.87,43.33,2.94,955.07,0,3.97,-,0,"소맥분(호주산, 미국산), 전분(태국산), 팜유, 활성소맥글루 정제염, 미감에스유, 양파엑기스, 면류첨가알칼리제(산도조절제), 구아검, 비타민B2, 구연산, 녹차풍미유","정백당, 볶음고추장분말, 고추장분말, 육수맛분말, 정제염, 찰옥수수변성전분, 감자전분, 매운고추베이스분말, 식물성간장분말, 비프퐁미분, 맛베이스에스, 탄검, 아미노산혼합제제(영양강화제,향미 증진제), 볶음양파분말, 청양고추조미분말, 향미증진제, 로스팅마늘 분말, 후추분, 파프리카추출색소, 올레오레진캡시컴, 마늘맛오일, 효소처리스테비아, 건양배추, 에그스크램블, 청경채, 건청파, {소맥분(밀), 탈지대두(대두), 난황/난백(계란), 돈지(돼지고기), 유당(우유)}"
국물자작 치즈커리,192,P031441-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031441,식약처('20),80,285.57,-,5.89,10.82,41.34,3.2,905.86,0,5.89,-,0,"소맥분(호주산, 미국산), 팜유(말레이시아산), 변성전분, 정제염(국내산), 미감에스유, 생장, 양파엑기스,면류첨가알칼리제(산도조절제), 구아검, 카로틴베이스,구연산,녹차풍미 유","정백당, 버터모짜렐라혼합분말, 혼합전지분유, 정제염, 감자전분, 크림맛분말, 난각칼슘,땅콩전자엠, 후추분, 간장조미분말, 아미노산혼합제제(영양강화제, 향미증진제), 양파분,치킨카레 맛베이스, 향미증진제,볶음면조미분말, 채소풍미유, 채소풍미유분말, 치킨향분말, 파슬리후레이크, 하바네로맛시즈닝, 잔탄검, 키토산분말,마늘맛오일, 두메릭분말, 파프리카추출물, 크루통, 동결건조당근"
김치라면,193,P031442-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031442,식약처('20),120,505.0,-,11,16,79,4.0,1650.0,0,8,-,0,"소맥분(미국산), 팜유(말레이시아산), 변성 전분, 정제염, 미감에스유, 면류첨가알칼리제(산도조절제), 구아검, 비타민B2, 구연산, 녹차풍미유","김치베이스, 김치맛양념분말, 정백당, 발효간장베이스, 김치찌개 풍미분말, 돈육풍미분말, 맛베이스에스, 육수맛분말, 청경채, 김치조미분말, 아미 노산혼합제제(영양강화제, 향미증진제), 간장조미분말, 볶음고추장분말, 건김치, 건파, 매운고추베이스분말, 햄맛분말, DL-사과산, 식물성크림분말, 후추분, 향미증진제, 돈지, 정제염, 파프리카추출물, 조미김치맛분말"
나가사끼 꽃게짬뽕,194,P031443-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031443,식약처('20),120,528.09,-,9.8,15.24,88.2,6.97,1731.27,0,7.62,-,0,"소맥 분(미국산, 호주산), 전분(태국산), 팜유, 정제염, 마감에스유, 면류첨가알칼리제, 산도조절제, 양파엑기스, 구아검, 비타민B2, 구연산, 녹차풍미유","정제염, 설탕, 찰옥수수변성전분, 변성전분, 돈골 농축액, 짬뽕육수베이스 육수맛분말, 치킨엑기스분말, 맛베이스에스, 꽃게엑기스분말, 채소풍미유분말, 가다랑어맛분말, 훈연참치, 후추분, 양파마늘엑기스분말, 볶음짬뽕베이스, 치킨향분말,화이바, 향미증진제, 채소풍미유, 게맛살후레이크, 동결건조오징어, 건조채심, 조미건조홍고추, 목이버섯, 탈지대두, 돼지고기, 우유, 계란, 게"
나가사끼 홍짬뽕,195,P031445-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031445,식약처('20),120,601.06,-,11.23,17.57,98.93,6.97,2216.3,0,8.78,-,0,"소맥분(미국산,호주산), 전분(태국산), 팜유, 정제염, 미감에스유, 면류첨가알칼리제(산도조절제), 양파엑기스구아검,비타민B2,구련산,녹차풍미유","정제염,정백당, 육수맛분말, 간장조미분말, 해물볶음베이스분말, 맛베이스에스, 볶음양념분말, 오징어조미분말, 매운고추베이스분말,가루엿,새우엑기스분말,홍합조미분말, 돈골농충액분말-1, 감자전분,돈육풍미분말, 볶음양파분말, 지미맛분말, 채소풍미유분말, 매운탕분말, 조미맛분말, 다대기양념분말,짬뽕향미유, 청양고추시즈닝분말, 올레오레진캡시컴, 파프리카추출색소, 건양배추, 동결건조오징어, 건파, 청경채, 조미건조홍고추,짬뽕조미유, 고추씨기름, {소맥분(밀), 탈지대두(대두), 돼지고기,우청분말(우유), 계란, 새우}"
도전!하바네로 컵짜장,196,P031446-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031446,식약처('20),80,265.86,-,6.91,6.91,43.33,4.27,679.36,0,3.97,-,0,"소맥분(미국산, 호주산), 전분(태국산), 팜유, 황성소맥글루텐, 정제염, 미감에스유, 양파엑기스, 면류첨가알칼리제(산도조절제), 구아검, 비타민B, 구연산, 녹차풍미유","볶음양파분말, 가루인 볶음조미소맥분, 정제염, 맛베이스에스 아니네르맛시즈닝, 정백당, 짜장분말, 카라멜색소, 짜장베이스분말, 감자전분, 볶음양파분말, 가루엿, 볶음조미소맥분, 정제염, 맛베이스에스, 하바네로맛시즈닝, 육수맛분말, 조미시골풍미분, 조미유, 비프풍미분, 발효간장베이스, 채소풍미유분말, 향미증진제, 매운조미고추맛분, 올레오레진캡시컴, 조미콩단백, 양파후레이크, 건양배추, 소맥분, 탈지대두, 난황 난백(계란), 돼지고기, 유당(우유), 새우, 토마토"
된장라면,197,P031448-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031448,식약처('20),120,495.0,-,10,16,78,5.0,1710.0,0,8,-,0,"소맥분(미국산), 팜유(말레이시아산), 변성전분, 정제염(국내산), 미감에스유, 분말된장, 면류첨가알칼리제(산도조절제), 구아검, 비타민B2, 구연산, 녹차풍미유","정백당, 정제염, 분말된장, 조미맛분, 맛베이스에스, 소고기베이스, 양념간장분, 매운양념분말, 볶음양념분말, 청경채, 건파, 쇠고기양념분말,육개장양념분말, 매운고추베이스분말, 사골풍미분, 혼합양념분말, 건미역, 양파분, 지미맛분말, 향미증진제, 고추씨향미유, 마늘분말, 청양고추시즈닝분말, 후추분, 파프리카추출물, 쌀가루"
﻿맛있는라면,198,P031449-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031449,식약처('20),115,480.0,-,9,15,77,4.0,1720.0,0,8,-,0,"소맥분(미국산), 변성전분,  팜유(말레이시아산), 정제염(국내산), 미감에스유, 탈지참깨분말, 면류첨가알칼리제(산도조절제), 구아검, 양파엑기스, 비타민B2, 구연산, 녹차풍미유","장수베이스, 정백당, 정제염, 맛베이스에스, 양념갈비맛분말, 땅콩전지-엠, 발효간장베이스, 육수맛분말, 돈육풍미분말, 매운고추베이스분말, 볶음양념분말, 비프조미분말, 혼합양념분말, 사골풍미분, 농후미, 매운양념분말, 채소풍미유분말, 콩나물엑기스분말, 베이컨향분말, 후추분, 고추분, 햄맛분말, 매운조미고추맛분, 지미강화베이스분말, 마늘맛오일, 파프리카추출물, 고추씨향미유, 비프맛시즈닝오일, 향미증진제, 건파, 실당근, 청경채, 표고슬라이스, 건브로콜리후레이크, 동결건조대파"
면왕500,199,P031450-ZZ-AVG,,삼양식품,2020,가공식품,유탕면,P031450,식약처('20),120,642.53,-,11.09,24.34,95.33,1.31,3012.9,0,13.25,-,0,"소맥분(미국산), 전분, 팜유, 정제염, 미감에스유, 면류첨가알칼리제(산도조절제), 구아검, 비타민B2, 구연산, 녹차풍미유, 키로틴베이스","정제염, 맛베이스에스, 설탕, 건김치, 김치조미분말, 조미콩단백, 김치양념분말, 김치찌개풍미분말, 양념간장분, 볶음양념분말, 조미맛분, 혼합육개장양념분말, 팜유,  디엘-사과산, 매운양념분말, 전지분유, 햄맛분말, 후추분, 고추씨기름, 파프리카추출색소, 향미증진제, 호박신아나트륨, 올레오레진캠시컴, 탈지대두, 전지분유, 돼지고기"
